id,SIAE,SSAN,PPQ,TEFO,PHIMIN,ZMIN,ZMAX
316,3.47265625,3.408203125,0.422265625,0.03208984375,20.234375,-996.09375,816.40625
317,1.92578125,3.326171875,0.422265625,0.03208984375,20.234375,-996.09375,816.40625
318,1.92578125,3.408203125,0.6792968749999999,0.03208984375,20.234375,-996.09375,816.40625
319,1.92578125,3.408203125,0.422265625,0.03591796875,20.234375,-996.09375,816.40625
320,1.92578125,3.408203125,0.422265625,0.03208984375,10.703125,-996.09375,816.40625
321,1.92578125,3.408203125,0.422265625,0.03208984375,20.234375,-605.46875,816.40625
322,1.92578125,3.408203125,0.422265625,0.03208984375,20.234375,-996.09375,863.28125
323,3.47265625,3.326171875,0.6792968749999999,0.03591796875,10.703125,-605.46875,863.28125
324,2.30078125,3.220703125,0.509765625,0.027714843750000002,22.734375,-621.09375,441.40625
325,2.34765625,3.220703125,0.509765625,0.027714843750000002,22.734375,-621.09375,441.40625
326,2.30078125,3.013671875,0.509765625,0.027714843750000002,22.734375,-621.09375,441.40625
327,2.30078125,3.220703125,0.591796875,0.027714843750000002,22.734375,-621.09375,441.40625
328,2.30078125,3.220703125,0.509765625,0.02279296875,22.734375,-621.09375,441.40625
329,2.30078125,3.220703125,0.509765625,0.027714843750000002,13.203125,-621.09375,441.40625
330,2.30078125,3.220703125,0.509765625,0.027714843750000002,22.734375,-230.46875,441.40625
331,2.30078125,3.220703125,0.509765625,0.027714843750000002,22.734375,-621.09375,738.28125
332,2.34765625,3.013671875,0.591796875,0.02279296875,13.203125,-230.46875,738.28125
333,3.80078125,3.470703125,0.859765625,0.04521484375,12.734375,-121.09375,941.40625
334,3.84765625,3.470703125,0.859765625,0.04521484375,12.734375,-121.09375,941.40625
335,3.80078125,3.263671875,0.859765625,0.04521484375,12.734375,-121.09375,941.40625
336,3.80078125,3.470703125,0.941796875,0.04521484375,12.734375,-121.09375,941.40625
337,3.80078125,3.470703125,0.859765625,0.040292968750000005,12.734375,-121.09375,941.40625
338,3.80078125,3.470703125,0.859765625,0.04521484375,23.203125,-121.09375,941.40625
339,3.80078125,3.470703125,0.859765625,0.04521484375,12.734375,-730.46875,941.40625
340,3.80078125,3.470703125,0.859765625,0.04521484375,12.734375,-121.09375,238.28125
341,3.84765625,3.263671875,0.941796875,0.040292968750000005,23.203125,-730.46875,238.28125
342,3.05078125,3.095703125,0.334765625,0.01896484375,17.734375,-371.09375,191.40625
343,3.09765625,3.095703125,0.334765625,0.01896484375,17.734375,-371.09375,191.40625
344,3.05078125,3.388671875,0.334765625,0.01896484375,17.734375,-371.09375,191.40625
345,3.05078125,3.095703125,0.7667968749999999,0.01896484375,17.734375,-371.09375,191.40625
346,3.05078125,3.095703125,0.334765625,0.049042968750000006,17.734375,-371.09375,191.40625
347,3.05078125,3.095703125,0.334765625,0.01896484375,28.203125,-371.09375,191.40625
348,3.05078125,3.095703125,0.334765625,0.01896484375,17.734375,-480.46875,191.40625
349,3.05078125,3.095703125,0.334765625,0.01896484375,17.734375,-371.09375,988.28125
350,3.09765625,3.388671875,0.7667968749999999,0.049042968750000006,28.203125,-480.46875,988.28125
351,1.55078125,3.345703125,0.684765625,0.03646484375,27.734375,-871.09375,691.40625
352,1.59765625,3.345703125,0.684765625,0.03646484375,27.734375,-871.09375,691.40625
353,1.55078125,3.138671875,0.684765625,0.03646484375,27.734375,-871.09375,691.40625
354,1.55078125,3.345703125,0.41679687499999996,0.03646484375,27.734375,-871.09375,691.40625
355,1.55078125,3.345703125,0.684765625,0.03154296875,27.734375,-871.09375,691.40625
356,1.55078125,3.345703125,0.684765625,0.03646484375,18.203125,-871.09375,691.40625
357,1.55078125,3.345703125,0.684765625,0.03646484375,27.734375,-980.46875,691.40625
358,1.55078125,3.345703125,0.684765625,0.03646484375,27.734375,-871.09375,488.28125
359,1.59765625,3.138671875,0.41679687499999996,0.03154296875,18.203125,-980.46875,488.28125
360,1.73828125,3.126953125,0.291015625,0.04302734375,16.484375,-933.59375,378.90625
361,2.16015625,3.126953125,0.291015625,0.04302734375,16.484375,-933.59375,378.90625
362,1.73828125,3.044921875,0.291015625,0.04302734375,16.484375,-933.59375,378.90625
363,1.73828125,3.126953125,0.635546875,0.04302734375,16.484375,-933.59375,378.90625
364,1.73828125,3.126953125,0.291015625,0.029355468750000002,16.484375,-933.59375,378.90625
365,1.73828125,3.126953125,0.291015625,0.04302734375,16.953125,-933.59375,378.90625
366,1.73828125,3.126953125,0.291015625,0.04302734375,16.484375,-667.96875,378.90625
367,1.73828125,3.126953125,0.291015625,0.04302734375,16.484375,-933.59375,925.78125
368,2.16015625,3.044921875,0.635546875,0.029355468750000002,16.953125,-667.96875,925.78125
369,3.23828125,3.376953125,0.641015625,0.02552734375,26.484375,-433.59375,878.90625
370,3.66015625,3.376953125,0.641015625,0.02552734375,26.484375,-433.59375,878.90625
371,3.23828125,3.294921875,0.641015625,0.02552734375,26.484375,-433.59375,878.90625
372,3.23828125,3.376953125,0.285546875,0.02552734375,26.484375,-433.59375,878.90625
373,3.23828125,3.376953125,0.641015625,0.046855468750000004,26.484375,-433.59375,878.90625
374,3.23828125,3.376953125,0.641015625,0.02552734375,26.953125,-433.59375,878.90625
375,3.23828125,3.376953125,0.641015625,0.02552734375,26.484375,-167.96875,878.90625
376,3.23828125,3.376953125,0.641015625,0.02552734375,26.484375,-433.59375,425.78125
377,3.66015625,3.294921875,0.285546875,0.046855468750000004,26.953125,-167.96875,425.78125
378,3.98828125,3.001953125,0.466015625,0.03427734375,21.484375,-183.59375,128.90625
379,2.91015625,3.001953125,0.466015625,0.03427734375,21.484375,-183.59375,128.90625
380,3.98828125,3.419921875,0.466015625,0.03427734375,21.484375,-183.59375,128.90625
381,3.98828125,3.001953125,0.460546875,0.03427734375,21.484375,-183.59375,128.90625
382,3.98828125,3.001953125,0.466015625,0.03810546875,21.484375,-183.59375,128.90625
383,3.98828125,3.001953125,0.466015625,0.03427734375,21.953125,-183.59375,128.90625
384,3.98828125,3.001953125,0.466015625,0.03427734375,21.484375,-917.96875,128.90625
385,3.98828125,3.001953125,0.466015625,0.03427734375,21.484375,-183.59375,675.78125
386,2.91015625,3.419921875,0.460546875,0.03810546875,21.953125,-917.96875,675.78125
387,2.48828125,3.251953125,0.8160156249999999,0.01677734375,11.484375,-683.59375,628.90625
388,1.41015625,3.251953125,0.8160156249999999,0.01677734375,11.484375,-683.59375,628.90625
389,2.48828125,3.169921875,0.8160156249999999,0.01677734375,11.484375,-683.59375,628.90625
390,2.48828125,3.251953125,0.810546875,0.01677734375,11.484375,-683.59375,628.90625
391,2.48828125,3.251953125,0.8160156249999999,0.02060546875,11.484375,-683.59375,628.90625
392,2.48828125,3.251953125,0.8160156249999999,0.01677734375,11.953125,-683.59375,628.90625
393,2.48828125,3.251953125,0.8160156249999999,0.01677734375,11.484375,-417.96875,628.90625
394,2.48828125,3.251953125,0.8160156249999999,0.01677734375,11.484375,-683.59375,175.78125
395,1.41015625,3.169921875,0.810546875,0.02060546875,11.953125,-417.96875,175.78125
396,2.11328125,3.064453125,0.728515625,0.02115234375,13.984375,-808.59375,3.90625
397,2.53515625,3.064453125,0.728515625,0.02115234375,13.984375,-808.59375,3.90625
398,2.11328125,3.482421875,0.728515625,0.02115234375,13.984375,-808.59375,3.90625
399,2.11328125,3.064453125,0.373046875,0.02115234375,13.984375,-808.59375,3.90625
400,2.11328125,3.064453125,0.728515625,0.033730468750000006,13.984375,-808.59375,3.90625
401,2.11328125,3.064453125,0.728515625,0.02115234375,14.453125,-808.59375,3.90625
402,2.11328125,3.064453125,0.728515625,0.02115234375,13.984375,-792.96875,3.90625
403,2.11328125,3.064453125,0.728515625,0.02115234375,13.984375,-808.59375,300.78125
404,2.53515625,3.482421875,0.373046875,0.033730468750000006,14.453125,-792.96875,300.78125
405,3.61328125,3.314453125,0.378515625,0.03865234375,23.984375,-308.59375,503.90625
406,1.03515625,3.314453125,0.378515625,0.03865234375,23.984375,-308.59375,503.90625
407,3.61328125,3.232421875,0.378515625,0.03865234375,23.984375,-308.59375,503.90625
408,3.61328125,3.314453125,0.723046875,0.03865234375,23.984375,-308.59375,503.90625
409,3.61328125,3.314453125,0.378515625,0.01623046875,23.984375,-308.59375,503.90625
410,3.61328125,3.314453125,0.378515625,0.03865234375,24.453125,-308.59375,503.90625
411,3.61328125,3.314453125,0.378515625,0.03865234375,23.984375,-292.96875,503.90625
412,3.61328125,3.314453125,0.378515625,0.03865234375,23.984375,-308.59375,800.78125
413,1.03515625,3.232421875,0.723046875,0.01623046875,24.453125,-292.96875,800.78125
414,2.86328125,3.189453125,0.9035156249999999,0.02990234375,28.984375,-58.59375,253.90625
415,1.78515625,3.189453125,0.9035156249999999,0.02990234375,28.984375,-58.59375,253.90625
416,2.86328125,3.107421875,0.9035156249999999,0.02990234375,28.984375,-58.59375,253.90625
417,2.86328125,3.189453125,0.8980468749999999,0.02990234375,28.984375,-58.59375,253.90625
418,2.86328125,3.189453125,0.9035156249999999,0.02498046875,28.984375,-58.59375,253.90625
419,2.86328125,3.189453125,0.9035156249999999,0.02990234375,29.453125,-58.59375,253.90625
420,2.86328125,3.189453125,0.9035156249999999,0.02990234375,28.984375,-542.96875,253.90625
421,2.86328125,3.189453125,0.9035156249999999,0.02990234375,28.984375,-58.59375,50.78125
422,1.78515625,3.107421875,0.8980468749999999,0.02498046875,29.453125,-542.96875,50.78125
423,1.36328125,3.439453125,0.553515625,0.04740234375,18.984375,-558.59375,753.90625
424,3.28515625,3.439453125,0.553515625,0.04740234375,18.984375,-558.59375,753.90625
425,1.36328125,3.357421875,0.553515625,0.04740234375,18.984375,-558.59375,753.90625
426,1.36328125,3.439453125,0.548046875,0.04740234375,18.984375,-558.59375,753.90625
427,1.36328125,3.439453125,0.553515625,0.04248046875,18.984375,-558.59375,753.90625
428,1.36328125,3.439453125,0.553515625,0.04740234375,19.453125,-558.59375,753.90625
429,1.36328125,3.439453125,0.553515625,0.04740234375,18.984375,-42.96875,753.90625
430,1.36328125,3.439453125,0.553515625,0.04740234375,18.984375,-558.59375,550.78125
431,3.28515625,3.357421875,0.548046875,0.04248046875,19.453125,-42.96875,550.78125
432,1.26953125,3.205078125,0.619140625,0.01787109375,20.859375,-277.34375,597.65625
433,1.87890625,3.205078125,0.619140625,0.01787109375,20.859375,-277.34375,597.65625
434,1.26953125,3.310546875,0.619140625,0.01787109375,20.859375,-277.34375,597.65625
435,1.26953125,3.205078125,0.919921875,0.01787109375,20.859375,-277.34375,597.65625
436,1.26953125,3.205078125,0.619140625,0.04138671875,20.859375,-277.34375,597.65625
437,1.26953125,3.205078125,0.619140625,0.01787109375,12.578125,-277.34375,597.65625
438,1.26953125,3.205078125,0.619140625,0.01787109375,20.859375,-949.21875,597.65625
439,1.26953125,3.205078125,0.619140625,0.01787109375,20.859375,-277.34375,707.03125
440,1.87890625,3.310546875,0.919921875,0.04138671875,12.578125,-949.21875,707.03125
441,2.76953125,3.455078125,0.269140625,0.03537109375,10.859375,-777.34375,97.65625
442,3.37890625,3.455078125,0.269140625,0.03537109375,10.859375,-777.34375,97.65625
443,2.76953125,3.060546875,0.269140625,0.03537109375,10.859375,-777.34375,97.65625
444,2.76953125,3.455078125,0.5699218749999999,0.03537109375,10.859375,-777.34375,97.65625
445,2.76953125,3.455078125,0.269140625,0.02388671875,10.859375,-777.34375,97.65625
446,2.76953125,3.455078125,0.269140625,0.03537109375,22.578125,-777.34375,97.65625
447,2.76953125,3.455078125,0.269140625,0.03537109375,10.859375,-449.21875,97.65625
448,2.76953125,3.455078125,0.269140625,0.03537109375,10.859375,-777.34375,207.03125
449,3.37890625,3.060546875,0.5699218749999999,0.02388671875,22.578125,-449.21875,207.03125
450,3.51953125,3.080078125,0.7941406249999999,0.026621093749999998,15.859375,-527.34375,847.65625
451,2.62890625,3.080078125,0.7941406249999999,0.026621093749999998,15.859375,-527.34375,847.65625
452,3.51953125,3.185546875,0.7941406249999999,0.026621093749999998,15.859375,-527.34375,847.65625
453,3.51953125,3.080078125,0.394921875,0.026621093749999998,15.859375,-527.34375,847.65625
454,3.51953125,3.080078125,0.7941406249999999,0.01513671875,15.859375,-527.34375,847.65625
455,3.51953125,3.080078125,0.7941406249999999,0.026621093749999998,27.578125,-527.34375,847.65625
456,3.51953125,3.080078125,0.7941406249999999,0.026621093749999998,15.859375,-699.21875,847.65625
457,3.51953125,3.080078125,0.7941406249999999,0.026621093749999998,15.859375,-527.34375,957.03125
458,2.62890625,3.185546875,0.394921875,0.01513671875,27.578125,-699.21875,957.03125
459,2.01953125,3.330078125,0.44414062499999996,0.04412109375000001,25.859375,-27.34375,347.65625
460,1.12890625,3.330078125,0.44414062499999996,0.04412109375000001,25.859375,-27.34375,347.65625
461,2.01953125,3.435546875,0.44414062499999996,0.04412109375000001,25.859375,-27.34375,347.65625
462,2.01953125,3.330078125,0.744921875,0.04412109375000001,25.859375,-27.34375,347.65625
463,2.01953125,3.330078125,0.44414062499999996,0.03263671875,25.859375,-27.34375,347.65625
464,2.01953125,3.330078125,0.44414062499999996,0.04412109375000001,17.578125,-27.34375,347.65625
465,2.01953125,3.330078125,0.44414062499999996,0.04412109375000001,25.859375,-199.21875,347.65625
466,2.01953125,3.330078125,0.44414062499999996,0.04412109375000001,25.859375,-27.34375,457.03125
467,1.12890625,3.435546875,0.744921875,0.03263671875,17.578125,-199.21875,457.03125
468,2.39453125,3.017578125,0.356640625,0.048496093750000004,28.359375,-402.34375,972.65625
469,3.00390625,3.017578125,0.356640625,0.048496093750000004,28.359375,-402.34375,972.65625
470,2.39453125,3.248046875,0.356640625,0.048496093750000004,28.359375,-402.34375,972.65625
471,2.39453125,3.017578125,0.482421875,0.048496093750000004,28.359375,-402.34375,972.65625
472,2.39453125,3.017578125,0.356640625,0.01951171875,28.359375,-402.34375,972.65625
473,2.39453125,3.017578125,0.356640625,0.048496093750000004,15.078125,-402.34375,972.65625
474,2.39453125,3.017578125,0.356640625,0.048496093750000004,28.359375,-574.21875,972.65625
475,2.39453125,3.017578125,0.356640625,0.048496093750000004,28.359375,-402.34375,82.03125
476,3.00390625,3.248046875,0.482421875,0.01951171875,15.078125,-574.21875,82.03125
477,3.89453125,3.267578125,0.7066406249999999,0.030996093750000002,18.359375,-902.34375,472.65625
478,1.50390625,3.267578125,0.7066406249999999,0.030996093750000002,18.359375,-902.34375,472.65625
479,3.89453125,3.498046875,0.7066406249999999,0.030996093750000002,18.359375,-902.34375,472.65625
480,3.89453125,3.267578125,0.832421875,0.030996093750000002,18.359375,-902.34375,472.65625
481,3.89453125,3.267578125,0.7066406249999999,0.037011718750000006,18.359375,-902.34375,472.65625
482,3.89453125,3.267578125,0.7066406249999999,0.030996093750000002,25.078125,-902.34375,472.65625
483,3.89453125,3.267578125,0.7066406249999999,0.030996093750000002,18.359375,-74.21875,472.65625
484,3.89453125,3.267578125,0.7066406249999999,0.030996093750000002,18.359375,-902.34375,582.03125
485,1.50390625,3.498046875,0.832421875,0.037011718750000006,25.078125,-74.21875,582.03125
486,3.14453125,3.142578125,0.531640625,0.03974609375,13.359375,-652.34375,722.65625
487,2.25390625,3.142578125,0.531640625,0.03974609375,13.359375,-652.34375,722.65625
488,3.14453125,3.373046875,0.531640625,0.03974609375,13.359375,-652.34375,722.65625
489,3.14453125,3.142578125,0.657421875,0.03974609375,13.359375,-652.34375,722.65625
490,3.14453125,3.142578125,0.531640625,0.04576171875,13.359375,-652.34375,722.65625
491,3.14453125,3.142578125,0.531640625,0.03974609375,20.078125,-652.34375,722.65625
492,3.14453125,3.142578125,0.531640625,0.03974609375,13.359375,-824.21875,722.65625
493,3.14453125,3.142578125,0.531640625,0.03974609375,13.359375,-652.34375,332.03125
494,2.25390625,3.373046875,0.657421875,0.04576171875,20.078125,-824.21875,332.03125
495,1.64453125,3.392578125,0.881640625,0.02224609375,23.359375,-152.34375,222.65625
496,3.75390625,3.392578125,0.881640625,0.02224609375,23.359375,-152.34375,222.65625
497,1.64453125,3.123046875,0.881640625,0.02224609375,23.359375,-152.34375,222.65625
498,1.64453125,3.392578125,0.307421875,0.02224609375,23.359375,-152.34375,222.65625
499,1.64453125,3.392578125,0.881640625,0.02826171875,23.359375,-152.34375,222.65625
500,1.64453125,3.392578125,0.881640625,0.02224609375,10.078125,-152.34375,222.65625
501,1.64453125,3.392578125,0.881640625,0.02224609375,23.359375,-324.21875,222.65625
502,1.64453125,3.392578125,0.881640625,0.02224609375,23.359375,-152.34375,832.03125
503,3.75390625,3.123046875,0.307421875,0.02826171875,10.078125,-324.21875,832.03125
504,1.45703125,3.111328125,0.575390625,0.02880859375,12.109375,-89.84375,910.15625
505,3.19140625,3.111328125,0.575390625,0.02880859375,12.109375,-89.84375,910.15625
506,1.45703125,3.216796875,0.575390625,0.02880859375,12.109375,-89.84375,910.15625
507,1.45703125,3.111328125,0.701171875,0.02880859375,12.109375,-89.84375,910.15625
508,1.45703125,3.111328125,0.575390625,0.03044921875,12.109375,-89.84375,910.15625
509,1.45703125,3.111328125,0.575390625,0.02880859375,13.828125,-89.84375,910.15625
510,1.45703125,3.111328125,0.575390625,0.02880859375,12.109375,-11.71875,910.15625
511,1.45703125,3.111328125,0.575390625,0.02880859375,12.109375,-89.84375,269.53125
512,3.19140625,3.216796875,0.701171875,0.03044921875,13.828125,-11.71875,269.53125
513,2.95703125,3.361328125,0.9253906249999999,0.04630859375,22.109375,-589.84375,410.15625
514,1.69140625,3.361328125,0.9253906249999999,0.04630859375,22.109375,-589.84375,410.15625
515,2.95703125,3.466796875,0.9253906249999999,0.04630859375,22.109375,-589.84375,410.15625
516,2.95703125,3.361328125,0.351171875,0.04630859375,22.109375,-589.84375,410.15625
517,2.95703125,3.361328125,0.9253906249999999,0.04794921875,22.109375,-589.84375,410.15625
518,2.95703125,3.361328125,0.9253906249999999,0.04630859375,23.828125,-589.84375,410.15625
519,2.95703125,3.361328125,0.9253906249999999,0.04630859375,22.109375,-511.71875,410.15625
520,2.95703125,3.361328125,0.9253906249999999,0.04630859375,22.109375,-589.84375,769.53125
521,1.69140625,3.466796875,0.351171875,0.04794921875,23.828125,-511.71875,769.53125
522,3.70703125,3.236328125,0.400390625,0.02005859375,27.109375,-839.84375,660.15625
523,2.44140625,3.236328125,0.400390625,0.02005859375,27.109375,-839.84375,660.15625
524,3.70703125,3.341796875,0.400390625,0.02005859375,27.109375,-839.84375,660.15625
525,3.70703125,3.236328125,0.526171875,0.02005859375,27.109375,-839.84375,660.15625
526,3.70703125,3.236328125,0.400390625,0.03919921875,27.109375,-839.84375,660.15625
527,3.70703125,3.236328125,0.400390625,0.02005859375,28.828125,-839.84375,660.15625
528,3.70703125,3.236328125,0.400390625,0.02005859375,27.109375,-261.71875,660.15625
529,3.70703125,3.236328125,0.400390625,0.02005859375,27.109375,-839.84375,19.53125
530,2.44140625,3.341796875,0.526171875,0.03919921875,28.828125,-261.71875,19.53125
531,2.20703125,3.486328125,0.750390625,0.03755859375,17.109375,-339.84375,160.15625
532,3.94140625,3.486328125,0.750390625,0.03755859375,17.109375,-339.84375,160.15625
533,2.20703125,3.091796875,0.750390625,0.03755859375,17.109375,-339.84375,160.15625
534,2.20703125,3.486328125,0.8761718749999999,0.03755859375,17.109375,-339.84375,160.15625
535,2.20703125,3.486328125,0.750390625,0.02169921875,17.109375,-339.84375,160.15625
536,2.20703125,3.486328125,0.750390625,0.03755859375,18.828125,-339.84375,160.15625
537,2.20703125,3.486328125,0.750390625,0.03755859375,17.109375,-761.71875,160.15625
538,2.20703125,3.486328125,0.750390625,0.03755859375,17.109375,-339.84375,519.53125
539,3.94140625,3.091796875,0.8761718749999999,0.02169921875,18.828125,-761.71875,519.53125
540,1.83203125,3.173828125,0.837890625,0.033183593750000004,19.609375,-214.84375,535.15625
541,2.06640625,3.173828125,0.837890625,0.033183593750000004,19.609375,-214.84375,535.15625
542,1.83203125,3.279296875,0.837890625,0.033183593750000004,19.609375,-214.84375,535.15625
543,1.83203125,3.173828125,0.263671875,0.033183593750000004,19.609375,-214.84375,535.15625
544,1.83203125,3.173828125,0.837890625,0.03482421875,19.609375,-214.84375,535.15625
545,1.83203125,3.173828125,0.837890625,0.033183593750000004,16.328125,-214.84375,535.15625
546,1.83203125,3.173828125,0.837890625,0.033183593750000004,19.609375,-386.71875,535.15625
547,1.83203125,3.173828125,0.837890625,0.033183593750000004,19.609375,-214.84375,894.53125
548,2.06640625,3.279296875,0.263671875,0.03482421875,16.328125,-386.71875,894.53125
549,3.33203125,3.423828125,0.487890625,0.01568359375,29.609375,-714.84375,35.15625
550,3.56640625,3.423828125,0.487890625,0.01568359375,29.609375,-714.84375,35.15625
551,3.33203125,3.029296875,0.487890625,0.01568359375,29.609375,-714.84375,35.15625
552,3.33203125,3.423828125,0.613671875,0.01568359375,29.609375,-714.84375,35.15625
553,3.33203125,3.423828125,0.487890625,0.01732421875,29.609375,-714.84375,35.15625
554,3.33203125,3.423828125,0.487890625,0.01568359375,26.328125,-714.84375,35.15625
555,3.33203125,3.423828125,0.487890625,0.01568359375,29.609375,-886.71875,35.15625
556,3.33203125,3.423828125,0.487890625,0.01568359375,29.609375,-714.84375,394.53125
557,3.56640625,3.029296875,0.613671875,0.01732421875,26.328125,-886.71875,394.53125
558,2.58203125,3.048828125,0.662890625,0.04193359375,24.609375,-964.84375,785.15625
559,2.81640625,3.048828125,0.662890625,0.04193359375,24.609375,-964.84375,785.15625
560,2.58203125,3.154296875,0.662890625,0.04193359375,24.609375,-964.84375,785.15625
561,2.58203125,3.048828125,0.7886718749999999,0.04193359375,24.609375,-964.84375,785.15625
562,2.58203125,3.048828125,0.662890625,0.026074218750000003,24.609375,-964.84375,785.15625
563,2.58203125,3.048828125,0.662890625,0.04193359375,21.328125,-964.84375,785.15625
564,2.58203125,3.048828125,0.662890625,0.04193359375,24.609375,-136.71875,785.15625
565,2.58203125,3.048828125,0.662890625,0.04193359375,24.609375,-964.84375,644.53125
566,2.81640625,3.154296875,0.7886718749999999,0.026074218750000003,21.328125,-136.71875,644.53125
567,1.08203125,3.298828125,0.312890625,0.02443359375,14.609375,-464.84375,285.15625
568,1.31640625,3.298828125,0.312890625,0.02443359375,14.609375,-464.84375,285.15625
569,1.08203125,3.404296875,0.312890625,0.02443359375,14.609375,-464.84375,285.15625
570,1.08203125,3.298828125,0.438671875,0.02443359375,14.609375,-464.84375,285.15625
571,1.08203125,3.298828125,0.312890625,0.043574218750000004,14.609375,-464.84375,285.15625
572,1.08203125,3.298828125,0.312890625,0.02443359375,11.328125,-464.84375,285.15625
573,1.08203125,3.298828125,0.312890625,0.02443359375,14.609375,-636.71875,285.15625
574,1.08203125,3.298828125,0.312890625,0.02443359375,14.609375,-464.84375,144.53125
575,1.31640625,3.404296875,0.438671875,0.043574218750000004,11.328125,-636.71875,144.53125
576,1.05859375,3.099609375,0.668359375,0.04658203125,15.078125,-128.90625,464.84375
577,1.10546875,3.099609375,0.668359375,0.04658203125,15.078125,-128.90625,464.84375
578,1.05859375,3.322265625,0.668359375,0.04658203125,15.078125,-128.90625,464.84375
579,1.05859375,3.099609375,0.8160156249999999,0.04658203125,15.078125,-128.90625,464.84375
580,1.05859375,3.099609375,0.668359375,0.02580078125,15.078125,-128.90625,464.84375
581,1.05859375,3.099609375,0.668359375,0.04658203125,20.546875,-128.90625,464.84375
582,1.05859375,3.099609375,0.668359375,0.04658203125,15.078125,-253.90625,464.84375
583,1.05859375,3.099609375,0.668359375,0.04658203125,15.078125,-128.90625,402.34375
584,1.10546875,3.322265625,0.8160156249999999,0.02580078125,20.546875,-253.90625,402.34375
585,2.55859375,3.349609375,0.318359375,0.02908203125,25.078125,-628.90625,964.84375
586,2.60546875,3.349609375,0.318359375,0.02908203125,25.078125,-628.90625,964.84375
587,2.55859375,3.072265625,0.318359375,0.02908203125,25.078125,-628.90625,964.84375
588,2.55859375,3.349609375,0.466015625,0.02908203125,25.078125,-628.90625,964.84375
589,2.55859375,3.349609375,0.318359375,0.04330078125,25.078125,-628.90625,964.84375
590,2.55859375,3.349609375,0.318359375,0.02908203125,10.546875,-628.90625,964.84375
591,2.55859375,3.349609375,0.318359375,0.02908203125,25.078125,-753.90625,964.84375
592,2.55859375,3.349609375,0.318359375,0.02908203125,25.078125,-628.90625,902.34375
593,2.60546875,3.072265625,0.466015625,0.04330078125,10.546875,-753.90625,902.34375
594,3.30859375,3.224609375,0.8433593749999999,0.03783203125,20.078125,-878.90625,214.84375
595,3.35546875,3.224609375,0.8433593749999999,0.03783203125,20.078125,-878.90625,214.84375
596,3.30859375,3.197265625,0.8433593749999999,0.03783203125,20.078125,-878.90625,214.84375
597,3.30859375,3.224609375,0.291015625,0.03783203125,20.078125,-878.90625,214.84375
598,3.30859375,3.224609375,0.8433593749999999,0.03455078125,20.078125,-878.90625,214.84375
599,3.30859375,3.224609375,0.8433593749999999,0.03783203125,15.546875,-878.90625,214.84375
600,3.30859375,3.224609375,0.8433593749999999,0.03783203125,20.078125,-3.90625,214.84375
601,3.30859375,3.224609375,0.8433593749999999,0.03783203125,20.078125,-878.90625,152.34375
602,3.35546875,3.197265625,0.291015625,0.03455078125,15.546875,-3.90625,152.34375
603,1.80859375,3.474609375,0.493359375,0.02033203125,10.078125,-378.90625,714.84375
604,1.85546875,3.474609375,0.493359375,0.02033203125,10.078125,-378.90625,714.84375
605,1.80859375,3.447265625,0.493359375,0.02033203125,10.078125,-378.90625,714.84375
606,1.80859375,3.474609375,0.641015625,0.02033203125,10.078125,-378.90625,714.84375
607,1.80859375,3.474609375,0.493359375,0.01705078125,10.078125,-378.90625,714.84375
608,1.80859375,3.474609375,0.493359375,0.02033203125,25.546875,-378.90625,714.84375
609,1.80859375,3.474609375,0.493359375,0.02033203125,10.078125,-503.90625,714.84375
610,1.80859375,3.474609375,0.493359375,0.02033203125,10.078125,-378.90625,652.34375
611,1.85546875,3.447265625,0.641015625,0.01705078125,25.546875,-503.90625,652.34375
612,2.18359375,3.162109375,0.405859375,0.01595703125,12.578125,-3.90625,89.84375
613,3.73046875,3.162109375,0.405859375,0.01595703125,12.578125,-3.90625,89.84375
614,2.18359375,3.134765625,0.405859375,0.01595703125,12.578125,-3.90625,89.84375
615,2.18359375,3.162109375,0.553515625,0.01595703125,12.578125,-3.90625,89.84375
616,2.18359375,3.162109375,0.405859375,0.03892578125,12.578125,-3.90625,89.84375
617,2.18359375,3.162109375,0.405859375,0.01595703125,28.046875,-3.90625,89.84375
618,2.18359375,3.162109375,0.405859375,0.01595703125,12.578125,-128.90625,89.84375
619,2.18359375,3.162109375,0.405859375,0.01595703125,12.578125,-3.90625,777.34375
620,3.73046875,3.134765625,0.553515625,0.03892578125,28.046875,-128.90625,777.34375
621,3.68359375,3.412109375,0.755859375,0.033457031250000005,22.578125,-503.90625,589.84375
622,2.23046875,3.412109375,0.755859375,0.033457031250000005,22.578125,-503.90625,589.84375
623,3.68359375,3.384765625,0.755859375,0.033457031250000005,22.578125,-503.90625,589.84375
624,3.68359375,3.412109375,0.9035156249999999,0.033457031250000005,22.578125,-503.90625,589.84375
625,3.68359375,3.412109375,0.755859375,0.02142578125,22.578125,-503.90625,589.84375
626,3.68359375,3.412109375,0.755859375,0.033457031250000005,18.046875,-503.90625,589.84375
627,3.68359375,3.412109375,0.755859375,0.033457031250000005,22.578125,-628.90625,589.84375
628,3.68359375,3.412109375,0.755859375,0.033457031250000005,22.578125,-503.90625,277.34375
629,2.23046875,3.384765625,0.9035156249999999,0.02142578125,18.046875,-628.90625,277.34375
630,2.93359375,3.037109375,0.580859375,0.02470703125,27.578125,-753.90625,339.84375
631,1.48046875,3.037109375,0.580859375,0.02470703125,27.578125,-753.90625,339.84375
